Date,SPY
2016-11-04,179.4918212890625
2016-11-07,183.450927734375
2016-11-08,184.27713012695312
2016-11-09,186.23081970214844
2016-11-10,186.69557189941406
2016-11-11,186.2652587890625
2016-11-14,186.41156005859375
2016-11-15,187.86607360839844
2016-11-16,187.51319885253906
2016-11-17,188.4771728515625
2016-11-18,188.05543518066406
2016-11-21,189.47555541992188
2016-11-22,189.84561157226562
2016-11-23,189.9488983154297
2016-11-25,190.65464782714844
2016-11-28,189.75953674316406
2016-11-29,190.12965393066406
2016-11-30,189.67349243164062
2016-12-01,188.97634887695312
2016-12-02,189.07106018066406
2016-12-05,190.20716857910156
2016-12-06,190.8096160888672
2016-12-07,193.30551147460938
2016-12-08,193.77886962890625
2016-12-09,194.9494171142578
2016-12-12,194.72557067871094
2016-12-13,196.02520751953125
2016-12-14,194.40716552734375
2016-12-15,195.20761108398438
2016-12-16,194.82577514648438
2016-12-19,195.25003051757812
2016-12-20,196.00318908691406
2016-12-21,195.45777893066406
2016-12-22,195.12013244628906
2016-12-23,195.40577697753906
2016-12-27,195.890625
2016-12-28,194.27174377441406
2016-12-29,194.2283935546875
2016-12-30,193.51856994628906
2017-01-03,194.99896240234375
2017-01-04,196.15908813476562
2017-01-05,196.00318908691406
2017-01-06,196.7044219970703
2017-01-09,196.0551300048828
2017-01-10,196.0551300048828
2017-01-11,196.60923767089844
2017-01-12,196.11575317382812
2017-01-13,196.56594848632812
2017-01-17,195.8733673095703
2017-01-18,196.3062286376953
2017-01-19,195.5790252685547
2017-01-20,196.29754638671875
2017-01-23,195.78672790527344
2017-01-24,197.04208374023438
2017-01-25,198.74758911132812
2017-01-26,198.53982543945312
2017-01-27,198.22816467285156
2017-01-30,196.99880981445312
2017-01-31,196.9814910888672
2017-02-01,197.05943298339844
2017-02-02,197.1892852783203
2017-02-03,198.54849243164062
2017-02-06,198.1934814453125
2017-02-07,198.20216369628906
2017-02-08,198.46189880371094
2017-02-09,199.63929748535156
2017-02-10,200.42710876464844
2017-02-13,201.5179901123047
2017-02-14,202.32313537597656
2017-02-15,203.37930297851562
2017-02-16,203.2061309814453
2017-02-17,203.5264892578125
2017-02-21,204.73849487304688
2017-02-22,204.5567169189453
2017-02-23,204.6951904296875
2017-02-24,204.95492553710938
2017-02-27,205.27525329589844
2017-02-28,204.72117614746094
2017-03-01,207.5867919921875
2017-03-02,206.27951049804688
2017-03-03,206.40939331054688
2017-03-06,205.79466247558594
2017-03-07,205.1799774169922
2017-03-08,204.799072265625
2017-03-09,205.0587921142578
2017-03-10,205.7773895263672
2017-03-13,205.8812713623047
2017-03-14,205.0934295654297
2017-03-15,206.86822509765625
2017-03-16,206.46133422851562
2017-03-17,206.0987548828125
2017-03-20,205.8726806640625
2017-03-21,203.22938537597656
2017-03-22,203.7075958251953
2017-03-23,203.49020385742188
2017-03-24,203.34243774414062
2017-03-27,203.13369750976562
2017-03-28,204.6118621826172
2017-03-29,204.8031768798828
2017-03-30,205.45529174804688
2017-03-31,204.97706604003906
2017-04-03,204.62059020996094
2017-04-04,204.75096130371094
2017-04-05,204.14234924316406
2017-04-06,204.71624755859375
2017-04-07,204.50750732421875
2017-04-10,204.62924194335938
2017-04-11,204.38580322265625
2017-04-12,203.49020385742188
2017-04-13,202.16856384277344
2017-04-17,203.95974731445312
2017-04-18,203.35113525390625
2017-04-19,202.97723388671875
2017-04-20,204.62924194335938
2017-04-21,203.9771270751953
2017-04-24,206.22047424316406
2017-04-25,207.4204559326172
2017-04-26,207.28994750976562
2017-04-27,207.46385192871094
2017-04-28,207.01173400878906
2017-05-01,207.53341674804688
2017-05-02,207.61167907714844
2017-05-03,207.35951232910156
2017-05-04,207.60299682617188
2017-05-05,208.42037963867188
2017-05-08,208.38551330566406
2017-05-09,208.1942596435547
2017-05-10,208.56808471679688
2017-05-11,208.14205932617188
2017-05-12,207.79428100585938
2017-05-15,208.94200134277344
2017-05-16,208.75074768066406
2017-05-17,205.04664611816406
2017-05-18,205.8726806640625
2017-05-19,207.21168518066406
2017-05-22,208.26382446289062
2017-05-23,208.72463989257812
2017-05-24,209.21151733398438
2017-05-25,210.21151733398438
2017-05-26,210.16799926757812
2017-05-30,209.9854278564453
2017-05-31,209.93325805664062
2017-06-01,211.6027069091797
2017-06-02,212.30703735351562
2017-06-05,212.15048217773438
2017-06-06,211.47230529785156
2017-06-07,211.86355590820312
2017-06-08,211.96792602539062
2017-06-09,211.64617919921875
2017-06-12,211.6027069091797
2017-06-13,212.6374053955078
2017-06-14,212.367919921875
2017-06-15,211.95921325683594
2017-06-16,212.00550842285156
2017-06-19,213.77052307128906
2017-06-20,212.32879638671875
2017-06-21,212.27638244628906
2017-06-22,212.1802978515625
2017-06-23,212.43368530273438
2017-06-26,212.5734405517578
2017-06-27,210.8609161376953
2017-06-28,212.7482147216797
2017-06-29,210.87838745117188
2017-06-30,211.27157592773438
2017-07-03,211.6298370361328
2017-07-05,212.1190643310547
2017-07-06,210.17942810058594
2017-07-07,211.54246520996094
2017-07-10,211.76963806152344
2017-07-11,211.61236572265625
2017-07-12,213.2025604248047
2017-07-13,213.56076049804688
2017-07-14,214.5568389892578
2017-07-17,214.53065490722656
2017-07-18,214.64422607421875
2017-07-19,215.80630493164062
2017-07-20,215.90240478515625
2017-07-21,215.7101593017578
2017-07-24,215.65780639648438
2017-07-25,216.18199157714844
2017-07-26,216.1907501220703
2017-07-27,215.98977661132812
2017-07-28,215.7363739013672
2017-07-31,215.6141357421875
2017-08-01,216.09461975097656
2017-08-02,216.19947814941406
2017-08-03,215.78012084960938
2017-08-04,216.1732635498047
2017-08-07,216.57518005371094
2017-08-08,216.04220581054688
2017-08-09,216.03347778320312
2017-08-10,212.98411560058594
2017-08-11,213.2986602783203
2017-08-14,215.41307067871094
2017-08-15,215.38687133789062
2017-08-16,215.76263427734375
2017-08-17,212.398681640625
2017-08-18,212.0667266845703
2017-08-21,212.23269653320312
2017-08-22,214.45199584960938
2017-08-23,213.68312072753906
2017-08-24,213.18502807617188
2017-08-25,213.68312072753906
2017-08-28,213.69183349609375
2017-08-29,213.9364776611328
2017-08-30,214.95001220703125
2017-08-31,216.2432098388672
2017-09-01,216.54898071289062
2017-09-05,214.9937286376953
2017-09-06,215.72767639160156
2017-09-07,215.70140075683594
2017-09-08,215.44805908203125
2017-09-11,217.74603271484375
2017-09-12,218.4799041748047
2017-09-13,218.5848388671875
2017-09-14,218.51490783691406
2017-09-15,218.80905151367188
2017-09-18,219.27450561523438
2017-09-19,219.4939727783203
2017-09-20,219.57296752929688
2017-09-21,218.9846954345703
2017-09-22,219.02859497070312
2017-09-25,218.580810546875
2017-09-26,218.71250915527344
2017-09-27,219.56423950195312
2017-09-28,219.82774353027344
2017-09-29,220.60037231445312
2017-10-02,221.5574493408203
2017-10-03,222.03163146972656
2017-10-04,222.2950439453125
2017-10-05,223.61221313476562
2017-10-06,223.35752868652344
2017-10-09,222.98870849609375
2017-10-10,223.5770721435547
2017-10-11,223.92832946777344
2017-10-12,223.59463500976562
2017-10-13,223.86679077148438
2017-10-16,224.16539001464844
2017-10-17,224.3234405517578
2017-10-18,224.54295349121094
2017-10-19,224.60440063476562
2017-10-20,225.76345825195312
2017-10-23,224.88539123535156
2017-10-24,225.280517578125
2017-10-25,224.16539001464844
2017-10-26,224.4551239013672
2017-10-27,226.29034423828125
2017-10-30,225.4473876953125
2017-10-31,225.79861450195312
2017-11-01,226.0970916748047
2017-11-02,226.18496704101562
2017-11-03,226.9401092529297
2017-11-06,227.29139709472656
2017-11-07,227.13330078125
2017-11-08,227.51963806152344
2017-11-09,226.69422912597656
2017-11-10,226.62403869628906
2017-11-13,226.834716796875
2017-11-14,226.3079071044922
2017-11-15,225.17518615722656
2017-11-16,227.08937072753906
2017-11-17,226.42202758789062
2017-11-20,226.80841064453125
2017-11-21,228.29238891601562
2017-11-22,228.09039306640625
2017-11-24,228.61727905273438
2017-11-27,228.50308227539062
2017-11-28,230.8212127685547
2017-11-29,230.68069458007812
2017-11-30,232.70030212402344
2017-12-01,232.2174072265625
2017-12-04,231.93643188476562
2017-12-05,231.10218811035156
2017-12-06,231.14608764648438
2017-12-07,231.87490844726562
2017-12-08,233.139404296875
2017-12-11,233.84181213378906
2017-12-12,234.25453186035156
2017-12-13,234.22816467285156
2017-12-14,233.2710723876953
2017-12-15,235.21363830566406
2017-12-18,236.7051544189453
2017-12-19,235.79612731933594
2017-12-20,235.67251586914062
2017-12-21,236.15794372558594
2017-12-22,236.09619140625
2017-12-26,235.81375122070312
2017-12-27,235.9285125732422
2017-12-28,236.41387939453125
2017-12-29,235.5224151611328
2018-01-02,237.20823669433594
2018-01-03,238.70858764648438
2018-01-04,239.71470642089844
2018-01-05,241.3122100830078
2018-01-08,241.75340270996094
2018-01-09,242.30067443847656
2018-01-10,241.92994689941406
2018-01-11,243.69509887695312
2018-01-12,245.2837371826172
2018-01-16,244.44528198242188
2018-01-17,246.7752685546875
2018-01-18,246.36048889160156
2018-01-19,247.4813690185547
2018-01-22,249.4936065673828
2018-01-23,250.0231170654297
2018-01-24,249.9261016845703
2018-01-25,250.03199768066406
2018-01-26,252.9267120361328
2018-01-29,251.24978637695312
2018-01-30,248.67279052734375
2018-01-31,248.79627990722656
2018-02-01,248.513916015625
2018-02-02,243.10382080078125
2018-02-05,232.9365234375
2018-02-06,237.5260009765625
2018-02-07,236.2373809814453
2018-02-08,227.3763885498047
2018-02-09,230.79196166992188
2018-02-12,234.1810302734375
2018-02-13,234.76348876953125
2018-02-14,237.931884765625
2018-02-15,240.9679718017578
2018-02-16,241.0384979248047
2018-02-20,239.52932739257812
2018-02-21,238.337890625
2018-02-22,238.64683532714844
2018-02-23,242.45069885253906
2018-02-26,245.26608276367188
2018-02-27,242.20355224609375
2018-02-28,239.75003051757812
2018-03-01,236.26390075683594
2018-03-02,237.4818878173828
2018-03-05,240.22662353515625
2018-03-06,240.83560180664062
2018-03-07,240.74732971191406
2018-03-08,241.912353515625
2018-03-09,246.12216186523438
2018-03-12,245.8133087158203
2018-03-13,244.2246551513672
2018-03-14,242.9713897705078
2018-03-15,242.70668029785156
2018-03-16,242.96983337402344
2018-03-19,239.682373046875
2018-03-20,240.08993530273438
2018-03-21,239.62916564941406
2018-03-22,233.63919067382812
2018-03-23,228.65919494628906
2018-03-26,234.9150848388672
2018-03-27,230.91873168945312
2018-03-28,230.23651123046875
2018-03-29,233.1783447265625
2018-04-02,228.14527893066406
2018-04-03,231.06942749023438
2018-04-04,233.54165649414062
2018-04-05,235.384765625
2018-04-06,230.1390380859375
2018-04-09,231.27322387695312
2018-04-10,234.95050048828125
2018-04-11,233.7188720703125
2018-04-12,235.6416778564453
2018-04-13,234.95050048828125
2018-04-16,236.8822479248047
2018-04-17,239.4165496826172
2018-04-18,239.59375
2018-04-19,238.26461791992188
2018-04-20,236.2443084716797
2018-04-23,236.2088165283203
2018-04-24,233.02774047851562
2018-04-25,233.60374450683594
2018-04-26,235.97845458984375
2018-04-27,236.1999969482422
2018-04-30,234.38343811035156
2018-05-01,234.7999267578125
2018-05-02,233.22268676757812
2018-05-03,232.70875549316406
2018-05-04,235.72145080566406
2018-05-07,236.51898193359375
2018-05-08,236.51898193359375
2018-05-09,238.8050537109375
2018-05-10,241.03811645507812
2018-05-11,241.7735595703125
2018-05-14,241.88880920410156
2018-05-15,240.22286987304688
2018-05-16,241.23301696777344
2018-05-17,241.02928161621094
2018-05-18,240.42665100097656
2018-05-21,242.2343292236328
2018-05-22,241.56089782714844
2018-05-23,242.2255096435547
2018-05-24,241.72923278808594
2018-05-25,241.15328979492188
2018-05-29,238.3798065185547
2018-05-30,241.56089782714844
2018-05-31,240.08111572265625
2018-06-01,242.43820190429688
2018-06-04,243.58999633789062
2018-06-05,243.76724243164062
2018-06-06,245.80543518066406
2018-06-07,245.77870178222656
2018-06-08,246.50531005859375
2018-06-11,246.8332977294922
2018-06-12,247.15219116210938
2018-06-13,246.363525390625
2018-06-14,246.98387145996094
2018-06-15,246.6687774658203
2018-06-18,246.16139221191406
2018-06-19,245.2179412841797
2018-06-20,245.63626098632812
2018-06-21,244.09634399414062
2018-06-22,244.54151916503906
2018-06-25,241.21263122558594
2018-06-26,241.74659729003906
2018-06-27,239.74395751953125
2018-06-28,241.11468505859375
2018-06-29,241.4617919921875
2018-07-02,241.97799682617188
2018-07-03,241.12356567382812
2018-07-05,243.0906524658203
2018-07-06,245.14675903320312
2018-07-09,247.3541717529297
2018-07-10,248.2442626953125
2018-07-11,246.428466796875
2018-07-12,248.6625518798828
2018-07-13,248.85842895507812
2018-07-16,248.6359100341797
2018-07-17,249.64161682128906
2018-07-18,250.1668243408203
2018-07-19,249.22332763671875
2018-07-20,248.93850708007812
2018-07-23,249.40135192871094
2018-07-24,250.6563262939453
2018-07-25,252.7925567626953
2018-07-26,252.19618225097656
2018-07-27,250.48727416992188
2018-07-30,249.17881774902344
2018-07-31,250.40711975097656
2018-08-01,249.9888153076172
2018-08-02,251.3506317138672
2018-08-03,252.42759704589844
2018-08-06,253.35336303710938
2018-08-07,254.1899871826172
2018-08-08,254.08316040039062
2018-08-09,253.7360382080078
2018-08-10,252.0359344482422
2018-08-13,251.0924835205078
2018-08-14,252.6946258544922
2018-08-15,250.80767822265625
2018-08-16,252.8370819091797
2018-08-17,253.7271270751953
2018-08-20,254.27015686035156
2018-08-21,254.86636352539062
2018-08-22,254.7151336669922
2018-08-23,254.3769073486328
2018-08-24,255.90782165527344
2018-08-27,257.92828369140625
2018-08-28,258.052978515625
2018-08-29,259.44146728515625
2018-08-30,258.3911437988281
2018-08-31,258.4000244140625
2018-09-04,257.955078125
2018-09-05,257.2607421875
2018-09-06,256.4863586425781
2018-09-07,255.988037109375
2018-09-10,256.4329528808594
2018-09-11,257.27850341796875
2018-09-12,257.3408508300781
2018-09-13,258.8628845214844
2018-09-14,258.9074401855469
2018-09-17,257.53662109375
2018-09-18,258.9341125488281
2018-09-19,259.2100830078125
2018-09-20,261.31060791015625
2018-09-21,261.07183837890625
2018-09-24,260.20458984375
2018-09-25,259.9631652832031
2018-09-26,259.1854248046875
2018-09-27,259.9095764160156
2018-09-28,259.9364013671875
2018-10-01,260.8394775390625
2018-10-02,260.68743896484375
2018-10-03,260.8304748535156
2018-10-04,258.79193115234375
2018-10-05,257.34344482421875
2018-10-08,257.34344482421875
2018-10-09,256.9678955078125
2018-10-10,248.8314971923828
2018-10-11,243.35060119628906
2018-10-12,246.7303466796875
2018-10-15,245.34454345703125
2018-10-16,250.7091064453125
2018-10-17,250.75393676757812
2018-10-18,247.1326141357422
2018-10-19,246.9985809326172
2018-10-22,245.88990783691406
2018-10-23,244.63812255859375
2018-10-24,237.22592163085938
2018-10-25,241.4818572998047
2018-10-26,237.23483276367188
2018-10-29,235.92047119140625
2018-10-30,239.4164276123047
2018-10-31,241.9736785888672
2018-11-01,244.54872131347656
2018-11-02,243.10025024414062
2018-11-05,244.44146728515625
2018-11-06,245.98814392089844
2018-11-07,251.25457763671875
2018-11-08,250.79861450195312
2018-11-09,248.34866333007812
2018-11-12,243.7082977294922
2018-11-13,243.25218200683594
2018-11-14,241.58917236328125
2018-11-15,244.110595703125
2018-11-16,244.74545288085938
2018-11-19,240.60569763183594
2018-11-20,236.1529541015625
2018-11-21,236.95770263671875
2018-11-23,235.3750762939453
2018-11-26,239.1750946044922
2018-11-27,239.97988891601562
2018-11-28,245.50538635253906
2018-11-29,244.9689483642578
2018-11-30,246.462158203125
2018-12-03,249.72564697265625
2018-12-04,241.63389587402344
2018-12-06,241.267333984375
2018-12-07,235.66127014160156
2018-12-10,236.1082763671875
2018-12-11,236.16188049316406
2018-12-12,237.3511505126953
2018-12-13,237.2706298828125
2018-12-14,232.8894805908203
2018-12-17,228.32058715820312
2018-12-18,228.0701904296875
2018-12-19,224.65469360351562
2018-12-20,220.99778747558594
2018-12-21,216.46961975097656
2018-12-24,210.74990844726562
2018-12-26,221.3979949951172
2018-12-27,223.09771728515625
2018-12-28,222.80995178222656
2018-12-31,224.76145935058594
2019-01-02,224.99530029296875
2019-01-03,219.62632751464844
2019-01-04,226.9828643798828
2019-01-07,228.77255249023438
2019-01-08,230.9219512939453
2019-01-09,232.0011749267578
2019-01-10,232.81948852539062
2019-01-11,232.90948486328125
2019-01-14,231.48849487304688
2019-01-15,234.14157104492188
2019-01-16,234.7081298828125
2019-01-17,236.48878479003906
2019-01-18,239.6365203857422
2019-01-22,236.39881896972656
2019-01-23,236.89356994628906
2019-01-24,237.01947021484375
2019-01-25,239.02488708496094
2019-01-28,237.2082977294922
2019-01-29,236.89356994628906
2019-01-30,240.64376831054688
2019-01-31,242.75717163085938
2019-02-01,242.87403869628906
2019-02-04,244.58282470703125
2019-02-05,245.6080780029297
2019-02-06,245.28427124023438
2019-02-07,242.94602966308594
2019-02-08,243.24278259277344
2019-02-11,243.37771606445312
2019-02-12,246.50741577148438
2019-02-13,247.30776977539062
2019-02-14,246.75926208496094
2019-02-15,249.44818115234375
2019-02-19,249.87989807128906
2019-02-20,250.38356018066406
2019-02-21,249.4932098388672
2019-02-22,251.0399932861328
2019-02-25,251.38177490234375
2019-02-26,251.2019805908203
2019-02-27,251.09402465820312
2019-02-28,250.6263427734375
2019-03-01,252.19119262695312
2019-03-04,251.27386474609375
2019-03-05,250.93215942382812
2019-03-06,249.41226196289062
2019-03-07,247.3258514404297
2019-03-08,246.83111572265625
2019-03-11,250.41055297851562
2019-03-12,251.35488891601562
2019-03-13,253.01853942871094
2019-03-14,252.85670471191406
2019-03-15,254.10594177246094
2019-03-18,255.02731323242188
2019-03-19,255.090576171875
2019-03-20,254.32281494140625
2019-03-21,257.19525146484375
2019-03-22,252.2451934814453
2019-03-25,252.0554656982422
2019-03-26,253.93434143066406
2019-03-27,252.60650634765625
2019-03-28,253.56394958496094
2019-03-29,255.1628875732422
2019-04-01,258.1888427734375
2019-04-02,258.3153076171875
2019-04-03,258.7218322753906
2019-04-04,259.4082946777344
2019-04-05,260.6639404296875
2019-04-08,260.862548828125
2019-04-09,259.5257568359375
2019-04-10,260.4109802246094
2019-04-11,260.3386535644531
2019-04-12,262.1001281738281
2019-04-15,261.92852783203125
2019-04-16,262.1001281738281
2019-04-17,261.458740234375
2019-04-18,261.9736328125
2019-04-22,262.1994934082031
2019-04-23,264.55706787109375
2019-04-24,263.96990966796875
2019-04-25,263.8073425292969
2019-04-26,265.0357666015625
2019-04-29,265.4512939453125
2019-04-30,265.5867919921875
2019-05-01,263.590576171875
2019-05-02,263.021484375
2019-05-03,265.5958557128906
2019-05-06,264.5028381347656
2019-05-07,260.0858154296875
2019-05-08,259.7245178222656
2019-05-09,258.93853759765625
2019-05-10,260.2392578125
2019-05-13,253.69944763183594
2019-05-14,255.9938507080078
2019-05-15,257.49334716796875
2019-05-16,259.8780212402344
2019-05-17,258.1979064941406
2019-05-20,256.4906921386719
2019-05-21,258.8030090332031
2019-05-22,258.0081787109375
2019-05-23,254.855712890625
2019-05-24,255.43386840820312
2019-05-28,253.05816650390625
2019-05-29,251.35995483398438
2019-05-30,252.0464630126953
2019-05-31,248.6500701904297
2019-06-03,248.01773071289062
2019-06-04,253.4014434814453
2019-06-05,255.5963592529297
2019-06-06,257.25848388671875
2019-06-07,259.8328857421875
2019-06-10,261.025146484375
2019-06-11,260.9619445800781
2019-06-12,260.5012512207031
2019-06-13,261.5762023925781
2019-06-14,261.287109375
2019-06-17,261.386474609375
2019-06-18,264.1235046386719
2019-06-19,264.7196960449219
2019-06-20,267.2489013671875
2019-06-21,266.86029052734375
2019-06-24,266.5336608886719
2019-06-25,263.9195556640625
2019-06-26,263.65618896484375
2019-06-27,264.5912170410156
2019-06-28,265.9527587890625
2019-07-01,268.3671569824219
2019-07-02,269.0661315917969
2019-07-03,271.2172546386719
2019-07-05,270.9087219238281
2019-07-08,269.4200744628906
2019-07-09,269.7559509277344
2019-07-10,271.0448303222656
2019-07-11,271.6802062988281
2019-07-12,272.896484375
2019-07-15,272.9872741699219
2019-07-16,272.1068115234375
2019-07-17,270.2551574707031
2019-07-18,271.2444763183594
2019-07-19,269.73779296875
2019-07-22,270.4003601074219
2019-07-23,272.3337097167969
2019-07-24,273.6136169433594
2019-07-25,272.306640625
2019-07-26,274.1309509277344
2019-07-29,273.6317443847656
2019-07-30,272.9600524902344
2019-07-31,269.9737548828125
2019-08-01,267.622802734375
2019-08-02,265.6077575683594
2019-08-05,257.62005615234375
2019-08-06,261.2326965332031
2019-08-07,261.38702392578125
2019-08-08,266.5155334472656
2019-08-09,264.70013427734375
2019-08-12,261.47784423828125
2019-08-13,265.5442199707031
2019-08-14,257.6927795410156
2019-08-15,258.3734130859375
2019-08-16,262.185791015625
2019-08-19,265.3446044921875
2019-08-20,263.3114013671875
2019-08-21,265.4534606933594
2019-08-22,265.3717956542969
2019-08-23,258.5550842285156
2019-08-26,261.4142150878906
2019-08-27,260.3885192871094
2019-08-28,262.2220458984375
2019-08-29,265.57135009765625
2019-08-30,265.4534606933594
2019-09-03,263.9013366699219
2019-09-04,266.896728515625
2019-09-05,270.32769775390625
2019-09-06,270.5365295410156
2019-09-09,270.6726989746094
2019-09-10,270.6091613769531
2019-09-11,272.5334777832031
2019-09-12,273.4774169921875
2019-09-13,273.29583740234375
2019-09-16,272.45184326171875
2019-09-17,273.1415710449219
2019-09-18,273.3049621582031
2019-09-19,273.2867431640625
2019-09-20,271.99566650390625
