Date,MU,AMD,NFLX
2016-02-16,10.547282218933105,1.8300000429153442,8.904999732971191
2016-02-17,11.152215003967285,1.899999976158142,9.47599983215332
2016-02-18,11.210755348205566,1.909999966621399,9.048999786376953
2016-02-19,10.888777732849121,1.909999966621399,8.92300033569336
2016-02-22,10.781452178955078,2.009999990463257,9.192999839782715
2016-02-23,10.23505973815918,1.9700000286102295,8.911999702453613
2016-02-24,10.381414413452148,2.0199999809265137,9.16100025177002
2016-02-25,10.45947265625,2.0299999713897705,9.45300006866455
2016-02-26,10.439957618713379,2.069999933242798,9.479000091552734
2016-02-29,10.371658325195312,2.140000104904175,9.340999603271484
2016-03-01,10.800965309143066,2.180000066757202,9.829999923706055
2016-03-02,11.396140098571777,2.319999933242798,9.76099967956543
2016-03-03,11.50346565246582,2.4600000381469727,9.793000221252441
2016-03-04,11.591278076171875,2.369999885559082,10.157999992370605
2016-03-07,11.298569679260254,2.4700000286102295,9.548999786376953
2016-03-08,10.40092945098877,2.299999952316284,9.623000144958496
2016-03-09,10.547282218933105,2.259999990463257,9.800000190734863
2016-03-10,10.615581512451172,2.259999990463257,9.736000061035156
2016-03-11,11.113186836242676,2.5199999809265137,9.765999794006348
2016-03-14,10.879020690917969,2.7200000286102295,9.812999725341797
2016-03-15,10.586310386657715,2.490000009536743,9.78600025177002
2016-03-16,10.45947265625,2.630000114440918,9.9350004196167
2016-03-17,10.60582447052002,2.799999952316284,9.972000122070312
2016-03-18,10.869264602661133,2.930000066757202,10.112000465393066
2016-03-21,11.249784469604492,2.799999952316284,10.105999946594238
2016-03-22,11.16197395324707,2.7899999618530273,9.984000205993652
2016-03-23,10.3911714553833,2.680000066757202,9.958999633789062
2016-03-24,10.244817733764648,2.7899999618530273,9.836000442504883
2016-03-28,10.127734184265137,2.7799999713897705,10.121000289916992
2016-03-29,10.196032524108887,2.859999895095825,10.413000106811523
2016-03-30,10.225301742553711,2.859999895095825,10.218999862670898
2016-03-31,10.215545654296875,2.8499999046325684,10.222999572753906
2016-04-01,10.761934280395508,2.8299999237060547,10.569999694824219
2016-04-04,10.537525177001953,2.8299999237060547,10.4350004196167
2016-04-05,10.147248268127441,2.759999990463257,10.494000434875488
2016-04-06,10.215545654296875,2.799999952316284,10.482999801635742
2016-04-07,10.254572868347168,2.640000104904175,10.444999694824219
2016-04-08,10.45947265625,2.740000009536743,10.380999565124512
2016-04-11,10.196032524108887,2.759999990463257,10.267999649047852
2016-04-12,9.92283821105957,2.809999942779541,10.697999954223633
2016-04-13,10.615581512451172,2.799999952316284,10.96500015258789
2016-04-14,10.147248268127441,2.7200000286102295,11.041999816894531
2016-04-15,10.430198669433594,2.700000047683716,11.151000022888184
2016-04-18,10.625337600708008,2.759999990463257,10.84000015258789
2016-04-19,10.45947265625,2.619999885559082,9.434000015258789
2016-04-20,10.48874282836914,2.700000047683716,9.677000045776367
2016-04-21,10.3911714553833,2.619999885559082,9.498000144958496
2016-04-22,10.40092945098877,3.990000009536743,9.59000015258789
2016-04-25,10.29360294342041,3.450000047683716,9.355999946594238
2016-04-26,11.230271339416504,3.6600000858306885,9.243000030517578
2016-04-27,11.279057502746582,3.7300000190734863,9.104000091552734
2016-04-28,11.33759880065918,3.609999895095825,9.027999877929688
2016-04-29,10.48874282836914,3.549999952316284,9.003000259399414
2016-05-02,10.361899375915527,3.740000009536743,9.310999870300293
2016-05-03,10.1082181930542,3.5999999046325684,9.154000282287598
2016-05-04,9.75696849822998,3.5999999046325684,9.079000473022461
2016-05-05,9.815509796142578,3.6600000858306885,8.937000274658203
2016-05-06,9.747209548950195,3.680000066757202,9.083999633789062
2016-05-09,9.630128860473633,3.6500000953674316,9.053999900817871
2016-05-10,9.844780921936035,3.640000104904175,9.288999557495117
2016-05-11,9.854538917541504,3.6500000953674316,9.001999855041504
2016-05-12,9.395962715148926,3.5899999141693115,8.77400016784668
2016-05-13,9.32766342163086,3.6700000762939453,8.788000106811523
2016-05-16,9.444746971130371,3.7899999618530273,8.911999702453613
2016-05-17,9.434989929199219,3.7899999618530273,8.86299991607666
2016-05-18,9.805753707885742,3.8399999141693115,9.050000190734863
2016-05-19,9.825267791748047,3.7699999809265137,8.954999923706055
2016-05-20,10.537525177001953,3.869999885559082,9.24899959564209
2016-05-23,10.869264602661133,4.039999961853027,9.48900032043457
2016-05-24,11.210755348205566,4.199999809265137,9.788999557495117
2016-05-25,11.318082809448242,4.179999828338623,10.020000457763672
2016-05-26,11.659577369689941,4.349999904632568,10.281000137329102
2016-05-27,12.010828018188477,4.599999904632568,10.329999923706055
2016-05-31,12.410865783691406,4.570000171661377,10.256999969482422
2016-06-01,12.771872520446777,4.429999828338623,10.151000022888184
2016-06-02,12.79138469696045,4.239999771118164,10.125
2016-06-03,12.54746150970459,4.159999847412109,9.958999633789062
2016-06-06,12.459648132324219,4.46999979019165,10.074000358581543
2016-06-07,12.684057235717773,4.510000228881836,9.98900032043457
2016-06-08,12.274266242980957,4.460000038146973,9.78600025177002
2016-06-09,12.205968856811523,4.519999980926514,9.708999633789062
2016-06-10,11.84496021270752,4.320000171661377,9.375
2016-06-13,11.757145881652832,4.400000095367432,9.385000228881836
2016-06-14,11.6303071975708,4.389999866485596,9.411999702453613
2016-06-15,11.727875709533691,4.420000076293945,9.428999900817871
2016-06-16,11.659577369689941,4.75,9.543999671936035
2016-06-17,11.90350341796875,5.260000228881836,9.444999694824219
2016-06-20,12.020585060119629,5.099999904632568,9.380000114440918
2016-06-21,12.44013500213623,5.449999809265137,9.098999977111816
2016-06-22,12.410865783691406,5.019999980926514,9.00100040435791
2016-06-23,13.708541870117188,5.210000038146973,9.166000366210938
2016-06-24,12.888954162597656,4.880000114440918,8.843999862670898
2016-06-27,11.93277359008789,4.71999979019165,8.532999992370605
2016-06-28,12.674301147460938,5.119999885559082,8.79699993133545
2016-06-29,12.8694429397583,5.130000114440918,9.105999946594238
2016-06-30,13.42558765411377,5.139999866485596,9.14799976348877
2016-07-01,12.196210861206055,5.070000171661377,9.666999816894531
2016-07-05,11.620548248291016,4.960000038146973,9.791000366210938
2016-07-06,11.444924354553223,5.039999961853027,9.460000038146973
2016-07-07,11.90350341796875,5.019999980926514,9.510000228881836
2016-07-08,12.313294410705566,5.099999904632568,9.706000328063965
2016-07-11,12.332810401916504,5.010000228881836,9.467000007629395
2016-07-12,12.908469200134277,5.139999866485596,9.597000122070312
2016-07-13,12.967013359069824,5.090000152587891,9.642999649047852
2016-07-14,12.967013359069824,5.170000076293945,9.802000045776367
2016-07-15,12.81089973449707,5.139999866485596,9.83899974822998
