AAPL,AMZN,GOOGL,META,MSFT,NVDA,TSLA
234.71701049804688,208.36000061035156,172.3450164794922,654.4064331054688,398.8816223144531,117.26792907714844,279.1000061035156
234.30877685546875,200.6999969482422,171.67762756347656,625.9561157226562,394.773681640625,110.53976440429688,263.45001220703125
238.0325469970703,199.25,173.18174743652344,623.6932373046875,391.2127380371094,112.65918731689453,262.6700134277344
226.4928436279297,194.5399932861328,165.41319274902344,596.1102294921875,378.13287353515625,106.95074462890625,222.14999389648438
219.88165283203125,196.58999633789062,163.58822631835938,603.8059692382812,378.42132568359375,108.73025512695312,230.5800018310547
216.03842163085938,198.88999938964844,166.64979553222656,617.6124267578125,381.2262878417969,115.71900177001953,248.08999633789062
208.77008056640625,193.88999938964844,162.311767578125,588.7833862304688,376.750244140625,115.55902862548828,240.67999267578125
212.5635528564453,197.9499969482422,165.0342559814453,606.2289428710938,386.4880676269531,121.64791870117188,249.97999572753906
213.07135009765625,195.74000549316406,163.83753967285156,603.5350341796875,386.6273193359375,119.50830841064453,238.00999450683594
211.76702880859375,192.82000732421875,160.22750854492188,581.0458374023438,381.47491455078125,115.4090576171875,225.30999755859375
214.3059539794922,195.5399932861328,163.4386444091797,582.7420654296875,385.7520446777344,117.49867248535156,235.86000061035156
213.17091369628906,194.9499969482422,162.35165405273438,584.6776123046875,384.7772216796875,118.50848388671875,236.25999450683594
217.32281494140625,196.2100067138672,163.5383758544922,594.904541015625,389.1736755371094,117.67863464355469,248.7100067138672
219.77215576171875,203.25999450683594,167.2182159423828,617.4534912109375,390.98394775390625,121.38796997070312,278.3900146484375
222.77902221679688,205.7100067138672,170.09027099609375,624.8966674804688,393.0528869628906,120.66809844970703,288.1400146484375
220.56866455078125,201.1300048828125,164.6054229736328,609.6012573242188,387.89056396484375,113.7393569946289,272.05999755859375
222.8786163330078,201.36000061035156,161.793212890625,601.2202758789062,388.4972839355469,111.40977478027344,273.1300048828125
216.9544219970703,192.72000122070312,153.90499877929688,575.4385986328125,376.78009033203125,109.65009307861328,263.54998779296875
221.16607666015625,190.25999450683594,154.21412658691406,575.0594482421875,373.3883056640625,108.3603286743164,259.1600036621094
222.22146606445312,192.1699981689453,156.63743591308594,584.6776123046875,380.15203857421875,110.13001251220703,268.4599914550781
222.9184112548828,196.00999450683594,156.60751342773438,582.6123046875,380.1023254394531,110.39995574951172,282.760009765625
202.30824279785156,178.41000366210938,150.304931640625,530.4203491210938,371.12042236328125,101.78153228759766,267.2799987792969
187.56253051757812,171.0,145.1990203857422,503.591064453125,357.9212341308594,94.29288482666016,239.42999267578125
180.6725616455078,175.25999450683594,146.34585571289062,515.0850830078125,355.9517822265625,97.62227630615234,233.2899932861328
171.67176818847656,170.66000366210938,144.301513671875,509.29815673828125,352.66937255859375,96.28252410888672,221.86000061035156
197.98709106445312,191.10000610351562,158.27291870117188,584.4481811523438,388.4077453613281,114.30925750732422,272.20001220703125
189.59365844726562,181.22000122070312,152.39913940429688,545.0572509765625,379.3165283203125,107.55047607421875,252.39999389648438
197.29013061523438,184.8699951171875,156.70724487304688,542.3433837890625,386.3786926269531,110.90986633300781,252.30999755859375
201.6411590576172,182.1199951171875,158.63194274902344,530.2807006835938,385.7420654296875,110.68990325927734,252.35000610351562
201.26280212402344,179.58999633789062,155.87953186035156,520.3432006835938,383.6731872558594,112.17963409423828,254.11000061035156
193.42697143554688,174.3300018310547,152.90773010253906,501.176513671875,369.6284484863281,104.47103881835938,241.5500030517578
196.1251983642578,172.61000061035156,150.74371337890625,500.3484191894531,365.8188781738281,101.47157287597656,241.3699951171875
192.32179260253906,167.32000732421875,147.2633056640625,483.56634521484375,357.2050476074219,96.89241790771484,227.5
198.8732452392578,173.17999267578125,151.0528564453125,499.1510925292969,364.864013671875,98.8720474243164,237.97000122070312
203.71214294433594,180.60000610351562,154.92218017578125,519.0960083007812,372.39361572265625,102.69136047363281,250.74000549316406
207.46575927734375,186.5399932861328,158.8413543701172,531.9468994140625,385.2347717285156,106.41067504882812,259.510009765625
208.371826171875,188.99000549316406,161.51397705078125,546.0350341796875,389.7605285644531,110.98986053466797,284.95001220703125
209.2281036376953,187.6999969482422,160.16769409179688,548.4994506835938,389.0741882324219,108.71026611328125,285.8800048828125
210.29344177246094,187.38999938964844,159.71893310546875,553.1888427734375,391.9388732910156,109.00021362304688,292.0299987792969
211.57786560058594,184.4199981689453,158.3626708984375,547.7611694335938,393.15234375,108.90023040771484,282.1600036621094
212.39431762695312,190.1999969482422,160.85577392578125,570.9188232421875,423.1316223144531,111.5897445678711,280.5199890136719
204.45889282226562,189.97999572753906,163.57826232910156,595.6727905273438,432.9589538574219,114.4792251586914,287.2099914550781
198.02691650390625,186.35000610351562,163.75778198242188,597.917724609375,433.8442077636719,113.79934692382812,280.260009765625
197.6485595703125,185.00999450683594,162.7804718017578,585.9847412109375,430.99945068359375,113.51940155029297,275.3500061035156
195.39837646484375,188.7100067138672,150.96310424804688,595.4632568359375,431.03924560546875,117.03875732421875,276.2200012207031
196.63299560546875,192.0800018310547,153.85513305664062,596.6605834960938,435.83355712890625,117.34870910644531,284.82000732421875
197.66847229003906,193.05999755859375,152.32933044433594,591.153076171875,436.39056396484375,116.62882995605469,298.260009765625
210.15048217773438,208.63999938964844,158.0236053466797,637.987060546875,446.8643798828125,122.9776840209961,318.3800048828125
212.2840118408203,211.3699951171875,159.0906524658203,654.5496826171875,446.74505615234375,129.9064178466797,334.07000732421875
211.68582153320312,210.25,164.91458129882812,657.8721313476562,450.5247802734375,135.3154296875,347.67999267578125
210.8084716796875,205.1699981689453,163.50845336914062,642.4270629882812,451.54119873046875,134.80552673339844,342.82000732421875
210.6190643310547,205.58999633789062,165.73233032226562,638.8950805664062,452.6772155761719,135.37542724609375,349.9800109863281
208.14659118652344,206.16000366210938,166.0813446044922,638.98486328125,457.26104736328125,135.54539489746094,342.0899963378906
206.232421875,204.07000732421875,163.52841186523438,635.662353515625,456.56353759765625,134.35562133789062,343.82000732421875
201.4768829345703,201.1199951171875,168.09579467773438,634.0659790039062,450.983154296875,131.7760772705078,334.6199951171875
200.7490997314453,203.10000610351562,170.39942932128906,635.133544921875,453.26513671875,132.80589294433594,341.0400085449219
194.67758178710938,200.99000549316406,168.0060272216797,625.6449584960938,448.6015625,131.26617431640625,339.3399963378906
199.60260009765625,206.02000427246094,172.423828125,640.87060546875,459.0746765136719,135.47540283203125,362.8900146484375
199.81195068359375,204.72000122070312,171.8853302001953,642.1277465820312,455.7563781738281,134.78553771972656,356.8999938964844
199.3433837890625,205.6999969482422,171.38668823242188,643.5944213867188,457.0717468261719,139.1647491455078,358.42999267578125
200.24066162109375,205.00999450683594,171.2670440673828,646.0289306640625,458.7458190917969,135.10548400878906,346.4599914550781
201.08807373046875,206.64999389648438,168.56451416015625,669.3860473632812,460.3502197265625,137.35507202148438,342.69000244140625
202.6533203125,205.7100067138672,165.7223358154297,665.34521484375,461.3467102050781,141.19436645507812,344.2699890136719
202.20468139648438,207.22999572753906,167.58718872070312,686.3976440429688,462.2435302734375,141.8942413330078,332.04998779296875
200.02133178710938,207.91000366210938,167.7467803955078,683.0750732421875,466.0401611328125,139.964599609375,284.70001220703125
203.30133056640625,213.57000732421875,173.20169067382812,696.1356201171875,468.730712890625,141.69427490234375,295.1400146484375
200.83883666992188,216.97999572753906,175.817626953125,692.4937744140625,471.0924072265625,142.6041259765625,308.5799865722656
202.05511474609375,217.61000061035156,178.3237762451172,700.8150024414062,469.2688293457031,143.9338836669922,326.0899963378906
198.17694091796875,213.1999969482422,177.07569885253906,692.5736083984375,470.9628601074219,142.81399536132812,326.42999267578125
198.5956573486328,213.24000549316406,175.42823791503906,691.79541015625,477.1909484863281,144.98374938964844,319.1099853515625
195.85398864746094,212.10000610351562,174.39984130859375,681.3291015625,473.2946472167969,141.95408630371094,325.30999755859375
197.8180389404297,216.10000610351562,176.49659729003906,701.0746459960938,477.46002197265625,144.6737823486328,329.1300048828125
195.0464630126953,214.82000732421875,175.6778564453125,696.19189453125,476.3638610839844,144.1038360595703,316.3500061035156
195.9835968017578,212.52000427246094,173.05194091796875,694.734130859375,478.5561218261719,145.46368408203125,322.04998779296875
200.39019775390625,209.69000244140625,166.38226318359375,681.3340454101562,475.7261047363281,143.83387756347656,322.1600036621094
200.888671875,208.47000122070312,164.9344940185547,697.4900512695312,484.2959289550781,144.15383911132812,348.67999267578125
199.6923065185547,212.77000427246094,166.51206970214844,711.1396484375,488.3915100097656,147.88340759277344,340.4700012207031
200.94850158691406,211.99000549316406,170.41600036621094,707.6248779296875,490.5439453125,154.29270935058594,327.54998779296875
200.39019775390625,217.1199951171875,173.27159118652344,725.0089721679688,495.705810546875,155.00262451171875,325.7799987792969
200.46995544433594,223.3000030517578,178.25387573242188,732.5377197265625,494.20111083984375,157.73231506347656,323.6300048828125
204.54754638671875,219.38999938964844,175.95741271972656,736.9911499023438,495.66595458984375,157.97230529785156,317.6600036621094
207.18951416015625,220.4600067138672,175.56802368164062,718.149169921875,490.3247375488281,153.2828369140625,300.7099914550781
211.79550170898438,219.9199981689453,178.3636932373047,712.507568359375,489.36810302734375,157.2323760986328,315.6499938964844
212.90213012695312,223.41000366210938,179.2523193359375,717.9395141601562,497.0909423828125,159.3221435546875,315.3500061035156
209.3130340576172,223.47000122070312,176.5165557861328,717.2804565429688,495.974853515625,158.22227478027344,293.94000244140625
209.3728485107422,219.36000061035156,174.09031677246094,719.5969848632812,494.8786926269531,159.98207092285156,297.80999755859375
210.49942016601562,222.5399932861328,176.34681701660156,731.6890258789062,501.74456787109375,162.86175537109375,295.8800048828125
211.7655792236328,222.25999450683594,177.34527587890625,726.1572265625,499.7216796875,164.0816192626953,309.8699951171875
210.51937866210938,225.02000427246094,179.91131591796875,716.4417724609375,501.55523681640625,164.90151977539062,313.510009765625
207.98707580566406,225.69000244140625,181.2791748046875,719.8466186523438,501.2562561035156,164.05162048339844,316.8999938964844
208.4755859375,226.35000610351562,181.718505859375,709.3323974609375,504.04644775390625,170.6808624267578,310.7799987792969
209.52239990234375,223.19000244140625,182.68701171875,701.8634033203125,503.8471374511719,171.35079956054688,321.6700134277344
209.38284301757812,223.8800048828125,183.29605102539062,700.3656616210938,509.9058532714844,172.98062133789062,319.4100036621094
210.53929138183594,226.1300048828125,184.77377319335938,703.2314453125,508.2616271972656,172.39068603515625,329.6499938964844
211.83535766601562,229.3000030517578,189.8059844970703,711.908447265625,508.2715759277344,171.36080932617188,328.489990234375
213.74952697753906,227.47000122070312,191.04405212402344,703.7606201171875,503.4983825683594,167.01129150390625,332.1099853515625
213.5002899169922,228.2899932861328,189.93577575683594,712.517578125,504.0962829589844,170.7608642578125,332.55999755859375
213.11148071289062,232.22999572753906,191.8727569580078,713.7357788085938,509.0887145996094,173.7205352783203,305.29998779296875
213.2311248779297,231.44000244140625,192.88119506835938,711.618896484375,511.9088439941406,173.48056030273438,316.05999755859375
213.40060424804688,232.7899932861328,192.28213500976562,716.5615844726562,510.7030334472656,176.73019409179688,325.5899963378906
210.62904357910156,231.00999450683594,195.44723510742188,698.957763671875,510.7727966308594,175.49032592773438,321.20001220703125
208.415771484375,230.19000244140625,196.2260284423828,694.1749267578125,511.4404296875,179.2499237060547,319.0400085449219
206.9402618408203,234.11000061035156,191.60317993164062,772.2884521484375,531.62939453125,177.85006713867188,308.2699890136719
201.76602172851562,214.75,188.8374786376953,748.8933715820312,522.2723388671875,173.70053100585938,302.6300048828125
202.7330780029297,211.64999389648438,194.7383270263672,775.214111328125,533.7619018554688,179.97982788085938,309.260009765625
202.30438232421875,213.75,194.368896484375,762.3233032226562,525.8995361328125,178.24002075195312,308.7200012207031
212.60302734375,222.30999755859375,195.78671264648438,770.8406372070312,523.0994262695312,179.39988708496094,319.9100036621094
219.3624725341797,223.1300048828125,196.21604919433594,760.6957397460938,519.0138549804688,180.749755859375,322.2699890136719
228.65420532226562,222.69000244140625,201.10845947265625,768.1546630859375,520.2095947265625,182.6795196533203,329.6499938964844
226.74781799316406,221.3000030517578,200.68911743164062,764.729736328125,519.9405517578125,182.0395965576172,339.0299987792969
229.21310424804688,221.47000122070312,203.02549743652344,788.8237915039062,527.3843383789062,183.1394805908203,340.8399963378906
232.88612365722656,224.55999755859375,201.6476287841797,778.9186401367188,518.7547607421875,181.5696563720703,339.3800048828125
232.33717346191406,230.97999572753906,202.62611389160156,780.9655151367188,520.6480102539062,181.99960327148438,335.5799865722656
231.1494140625,231.02999877929688,203.58462524414062,784.0609130859375,518.3461303710938,180.42977905273438,330.55999755859375
230.45074462890625,231.49000549316406,203.18524169921875,766.2274780273438,515.286865234375,181.98959350585938,335.1600036621094
230.1213836669922,228.00999450683594,201.25823974609375,750.3611450195312,507.98260498046875,175.6203155517578,329.30999755859375
225.5800323486328,223.80999755859375,199.01171875,746.6067504882812,503.9468078613281,175.38034057617188,323.8999938964844
224.47213745117188,221.9499969482422,199.44105529785156,737.9995727539062,503.2980041503906,174.96038818359375,320.1099853515625
227.3267059326172,228.83999633789062,205.771240234375,753.6661987304688,506.2824401855469,177.97006225585938,340.010009765625
226.7278594970703,227.94000244140625,208.1675262451172,752.1784057617188,503.3179931640625,179.78985595703125,346.6000061035156
228.87376403808594,228.7100067138672,206.81961059570312,752.9772338867188,501.1021423339844,181.7496337890625,351.6700134277344
230.05152893066406,229.1199951171875,207.15908813476562,746.2672729492188,505.7933349609375,181.57965087890625,349.6000061035156
232.11758422851562,231.60000610351562,211.31265258789062,749.99169921875,508.68792724609375,180.14981079101562,345.9800109863281
231.69837951660156,229.0,212.58070373535156,737.6002197265625,505.7434387207031,174.1604766845703,333.8699951171875
229.28298950195312,225.33999633789062,211.0231170654297,734.0155029296875,504.1763610839844,170.7608642578125,329.3599853515625
238.01634216308594,225.99000549316406,230.30325317382812,735.95263671875,504.40594482421875,170.60089111328125,334.0899963378906
239.3238525390625,235.67999267578125,231.94070434570312,747.535400390625,507.02105712890625,171.64077758789062,338.5299987792969
239.2340087890625,232.3300018310547,234.63653564453125,751.3297119140625,494.0752868652344,167.0012969970703,350.8399963378906
237.42745971679688,235.83999633789062,233.8870086669922,751.1798706054688,497.2693176269531,168.2911376953125,346.3999938964844
233.9041748046875,238.24000549316406,239.47335815429688,764.5599975585938,497.4789123535156,170.74085998535156,346.9700012207031
226.35855102539062,230.3300018310547,239.01365661621094,750.8604125976562,499.43524169921875,177.3101348876953,347.7900085449219
229.59239196777344,229.9499969482422,240.21287536621094,749.7820434570312,500.0740661621094,177.16014099121094,368.80999755859375
233.62472534179688,228.14999389648438,240.64259338378906,754.4650268554688,508.94744873046875,177.8101043701172,395.94000244140625
236.24969482421875,231.42999267578125,251.44552612304688,763.5614624023438,514.397216796875,177.74009704589844,410.0400085449219
237.6969451904297,234.0500030517578,250.99581909179688,777.8401489257812,508.08905029296875,174.87026977539062,421.6199951171875
238.5353546142578,231.6199951171875,249.36688232421875,774.5650634765625,509.06719970703125,170.280517578125,425.8599853515625
237.42745971679688,231.22999572753906,251.86524963378906,779.0883178710938,507.5001525878906,176.23019409179688,416.8500061035156
245.032958984375,231.47999572753906,254.55349731445312,777.2210693359375,516.96240234375,176.66015625,426.07000732421875
255.5928192138672,227.6300048828125,252.36492919921875,764.5364379882812,513.4889526367188,183.5997772216797,434.2099914550781
253.9459686279297,220.7100067138672,251.49549865722656,754.784423828125,508.2787170410156,178.42005920410156,425.8500061035156
251.8300018310547,220.2100067138672,246.97845458984375,760.0401000976562,509.19696044921875,176.96014404296875,442.7900085449219
256.3813171386719,218.14999389648438,245.6293182373047,748.2996826171875,506.0827941894531,177.68011474609375,423.3900146484375
254.97401428222656,219.77999877929688,246.3788299560547,743.1439208984375,510.5045166015625,178.18008422851562,440.3999938964844
253.9459686279297,222.1699981689453,243.89047241210938,742.794189453125,513.6386108398438,181.8398895263672,443.2099914550781
254.14559936523438,219.57000732421875,242.94110107421875,733.7815551757812,516.982421875,186.56961059570312,444.7200012207031
254.9640350341797,220.6300048828125,244.7399139404297,716.7554321289062,518.7391357421875,187.22958374023438,459.4599914550781
256.6408386230469,222.41000366210938,245.52940368652344,726.45751953125,514.7765502929688,188.87948608398438,436.0
257.5291442871094,219.50999450683594,245.1896209716797,709.98095703125,516.3834838867188,187.6095428466797,429.8299865722656
256.2016906738281,220.89999389648438,250.26629638671875,715.0767822265625,527.5825805664062,185.5296630859375,453.25
255.99208068847656,221.77999877929688,245.59934997558594,712.4989013671875,523.0010986328125,185.02969360351562,433.0899963378906
257.5690612792969,225.22000122070312,244.46009826660156,717.2550659179688,523.8695068359375,189.09947204589844,438.69000244140625
253.55670166015625,227.74000549316406,241.3721160888672,732.9122314453125,521.4241333007812,192.5592803955078,435.5400085449219
244.80340576171875,216.3699951171875,236.4153594970703,704.7252197265625,510.0054626464844,183.14981079101562,413.489990234375
247.18885803222656,220.07000732421875,243.9904022216797,715.1167602539062,513.0896606445312,188.3095245361328,435.8999938964844
247.29864501953125,216.38999938964844,245.28955078125,708.072509765625,512.610595703125,180.0199737548828,429.239990234375
248.8656463623047,215.57000732421875,250.86590576171875,716.9652709960938,512.4708251953125,179.8199920654297,435.1499938964844
246.979248046875,214.47000122070312,251.29562377929688,711.48974609375,510.65423583984375,181.7998809814453,428.75
251.81002807617188,213.0399932861328,253.13442993164062,716.3357543945312,512.62060546875,183.20980834960938,439.30999755859375
261.7411193847656,216.47999572753906,256.3822937011719,731.5733032226562,515.8245239257812,182.6298370361328,447.42999267578125
262.2701110839844,222.02999877929688,250.29627990722656,732.6724853515625,516.6929321289062,181.14991760253906,442.6000061035156
257.9583435058594,217.9499969482422,251.52548217773438,732.8123168945312,519.5675659179688,180.26995849609375,438.9700012207031
259.0861511230469,221.08999633789062,252.91456604003906,733.40185546875,519.5875244140625,182.1498565673828,448.9800109863281
262.32000732421875,224.2100067138672,259.7501220703125,737.75830078125,522.6318359375,186.24961853027344,433.7200012207031
268.2986145019531,226.97000122070312,269.0939636230469,750.2081298828125,530.527099609375,191.47933959960938,452.4200134277344
268.4882507324219,229.25,267.295166015625,750.82763671875,541.057373046875,201.01881408691406,460.54998779296875
269.1869201660156,230.3000030517578,274.3905334472656,751.0574340820312,540.538330078125,207.02847290039062,461.510009765625
270.8836669921875,222.86000061035156,281.2960205078125,665.9268798828125,524.77783203125,202.8787078857422,440.1000061035156
269.85565185546875,244.22000122070312,281.0061950683594,647.8216552734375,516.8426513671875,202.47872924804688,456.55999755859375
268.53814697265625,254.0,283.5345458984375,637.1903686523438,516.0641479492188,206.8684844970703,468.3699951171875
269.5262756347656,249.32000732421875,277.35858154296875,626.8087768554688,513.3692016601562,198.67893981933594,444.260009765625
269.6260986328125,250.1999969482422,284.1241455078125,635.4317626953125,506.2125549316406,195.1991424560547,462.07000732421875
269.25677490234375,243.0399932861328,284.5638732910156,618.4356079101562,496.1713562011719,188.0695343017578,445.9100036621094
267.9592590332031,244.41000366210938,278.647705078125,621.203369140625,495.8918762207031,188.1395263671875,429.5199890136719
269.1781311035156,248.39999389648438,289.9103698730469,631.2451782226562,505.0547180175781,199.03892517089844,445.2300109863281
274.99267578125,249.10000610351562,291.11956787109375,626.5690307617188,507.7297058105469,193.1492462158203,439.6199951171875
273.21435546875,244.1999969482422,286.5225830078125,608.5137329101562,510.1851501464844,193.78921508789062,430.6000061035156
272.6948547363281,237.5800018310547,278.3879089355469,609.3930053710938,502.34979248046875,186.84959411621094,401.989990234375
272.15533447265625,234.69000244140625,276.22930908203125,608.96337890625,509.2268981933594,190.15940856933594,404.3500061035156
267.2099609375,232.8699951171875,284.83367919921875,601.5194091796875,506.54193115234375,186.58961486816406,408.9200134277344
267.19000244140625,222.5500030517578,284.09417724609375,597.2029418945312,492.8675537109375,181.3498992919922,401.25
268.3089294433594,222.69000244140625,292.61859130859375,589.8389282226562,486.2099914550781,186.50961303710938,403.989990234375
266.0010986328125,217.13999938964844,289.26080322265625,588.669921875,478.42999267578125,180.62994384765625,395.2300109863281
271.2361755371094,220.69000244140625,299.464111328125,593.7657470703125,472.1199951171875,178.8700408935547,391.0899963378906
275.6620788574219,226.27999877929688,318.3717346191406,612.5504150390625,474.0,182.5398406982422,417.7799987792969
276.7110900878906,229.6699981689453,323.22857666015625,635.7014770507812,476.989990234375,177.8101043701172,419.3999938964844
277.29052734375,229.16000366210938,319.7408752441406,633.0936279296875,485.5,180.2499542236328,426.5799865722656
278.5893249511719,233.22000122070312,319.970703125,647.4219970703125,492.010009765625,176.99014282226562,430.1700134277344
282.8353576660156,233.8800048828125,314.6841735839844,640.3477172851562,486.739990234375,179.9099884033203,430.1400146484375
285.9224548339844,234.4199981689453,315.6035461425781,646.5726318359375,490.0,181.4499053955078,429.239990234375
283.8843688964844,232.3800048828125,319.42108154296875,639.0787353515625,477.7300109863281,179.5800018310547,446.739990234375
280.4375915527344,229.11000061035156,317.4123840332031,660.990966796875,480.8399963378906,183.3800048828125,454.5299987792969
278.5193786621094,229.52999877929688,321.0599670410156,672.8712158203125,483.1600036621094,182.41000366210938,455.0
277.6302185058594,226.88999938964844,313.7200012207031,666.256591796875,491.0199890136719,185.5500030517578,439.5799865722656
276.9208679199219,227.9199981689453,317.0799865722656,656.4246826171875,492.0199890136719,184.97000122070312,445.1700134277344
278.5193786621094,231.77999877929688,320.2099914550781,649.6002197265625,478.55999755859375,183.77999877929688,451.45001220703125
277.77008056640625,230.27999877929688,312.42999267578125,652.1781005859375,483.4700012207031,180.92999267578125,446.8900146484375
278.0198669433594,226.19000244140625,309.2900085449219,643.7050170898438,478.5299987792969,175.02000427246094,458.9599914550781
273.8537292480469,222.5399932861328,308.2200012207031,647.510009765625,474.82000732421875,176.2899932861328,475.30999755859375
274.353271484375,222.55999755859375,306.57000732421875,657.1500244140625,476.3900146484375,177.72000122070312,489.8800048828125
271.58587646484375,221.27000427246094,296.7200012207031,649.5,476.1199951171875,170.94000244140625,467.260009765625
271.935546875,226.75999450683594,302.4599914550781,664.4500122070312,483.9800109863281,174.13999938964844,483.3699951171875
273.4141845703125,227.35000610351562,307.1600036621094,658.77001953125,485.9200134277344,180.99000549316406,481.20001220703125
270.7166748046875,228.42999267578125,309.7799987792969,661.5,484.9200134277344,183.69000244140625,488.7300109863281
272.1053771972656,232.13999938964844,314.3500061035156,664.9400024414062,486.8500061035156,189.2100067138672,485.55999755859375
273.55401611328125,232.3800048828125,314.0899963378906,667.5499877929688,488.0199890136719,188.61000061035156,485.3999938964844
273.1444091796875,232.52000427246094,313.510009765625,663.2899780273438,487.7099914550781,190.52999877929688,475.19000244140625
273.50408935546875,232.07000732421875,313.55999755859375,658.6900024414062,487.1000061035156,188.22000122070312,459.6400146484375
272.82470703125,232.52999877929688,313.8500061035156,665.9500122070312,487.4800109863281,187.5399932861328,454.42999267578125
271.6058349609375,230.82000732421875,313.0,660.0900268554688,483.6199951171875,186.5,449.7200012207031
270.75665283203125,226.5,315.1499938964844,650.4099731445312,472.94000244140625,188.85000610351562,438.07000732421875
267.0101623535156,233.05999755859375,316.5400085449219,658.7899780273438,472.8500061035156,188.1199951171875,451.6700134277344
262.1147155761719,240.92999267578125,314.3399963378906,660.6199951171875,478.510009765625,187.24000549316406,432.9599914550781
